id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
651;Obras en escuelas de comuna 9;Esc. primaria común n° 14 islas malvinas: obras generales.;Finalizada;Escuelas;Ministerio de educación;Obra de instalación eléctrica;3466165.0;9;Mataderos;De los corrales av. 7040;-34,66620855;-58,50442983;2017-11-16;2018-03-16;4;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria14_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria14_foto2.jpg;N/A;N/A;Cavcon s.a.;2017;N/A;N/A;33707292259;N/A;4;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-9;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=132605;N/A;N/A;N/A
678;Obras en escuelas de comuna 4;Escuela técnica n° 33 fundición maestranza del plumerillo: mejora edilicia.;Finalizada;Escuelas;Ministerio de educación;Obra de adecuación a normativa;4576809.0;4;Nueva pompeya;Rabanal, francisco, intendente av. 1549;-34,65571514;-58,42006554;2016-11-05;2018-04-19;17;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_esctecnica33_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_esctecnica33_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_esctecnica33_foto3.jpg;N/A;S.e.s. s.a. - mig s.a. - ute;2016;N/A;N/A;30712264256;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-4;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=119810;N/A;N/A;N/A
680;Obras en escuelas de comuna 10;Esc. primaria común n° 08 base aérea vicecomodoro marambio: obras generales;Finalizada;Escuelas;Ministerio de educación;Obra de instalación eléctrica, termomecánica y construcción casa casero.;6017102.0;10;Villa luro;Yerbal 4965;-34,63602335;-58,49615773;2016-11-01;2017-12-31;13;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria08_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria08_foto2.jpg;N/A;N/A;Majo construcciones s.a.;2016;N/A;N/A;33709097879;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-10;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126594;N/A;N/A;N/A
681;Obras en escuelas de comuna 1;Ies en lenguas vivas juan ramón fernández de 1 (nivel secundario);Finalizada;Escuelas;Ministerio de educación;Obra de ampliación de 4 aulas y 1 espacio para preceptores;7203420.0;1;Retiro;Pellegrini, carlos 1515;-34,59031342;-58,38130708;2017-10-18;2018-04-30;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/pellegrini1515_1.jfif;N/A;N/A;N/A;Coypro sociedad anonima;2017;N/A;N/A;30615108290;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-1;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=131757;N/A;N/A;N/A
683;Plan 54 escuelas;Polo educativo lugano - escuela de educación primaria n.° 7 d.e. 21;Finalizada;Escuelas;Ministerio de educación;Primaria;8000000.0;8;Villa lugano;Fonrouge s/n (entre j. barros pazos y cnel. m. chilavert);-34,67688997;-58,46759141;2016-11-15;2018-08-30;21;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13309.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13309-2.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13309-3.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13309-4.jpg;Teximco s.a.;2016;Licitación pública;N/A;30640087257;N/A;55;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/54-escuelas;N/A;N/A;N/A;N/A
687;Obras en escuelas de comuna 3;Esc. normal superior n° 09 domingo faustino sarmiento: obras generales.;Finalizada;Escuelas;Ministerio de educación;Obra de restauración, puesta en valor, y rehabilitación general;27795511.0;3;Balvanera;Callao av. 450;-34,60379517;-58,39243844;2016-07-18;2018-02-28;19;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_esccomunsuperior09_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_esccomunsuperior09_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_esccomunsuperior09_foto3.jpg;N/A;Teximco s.a.;2016;N/A;N/A;30640087257;N/A;23;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-3;N/A;N/A;N/A;N/A
688;Plan 54 escuelas;Polo educativo mugica: escuelas infantil n° 5;Finalizada;Escuelas;Ministerio de educación;Inicial;168789875.0;1;Retiro;Letonia y antartida argentina av.;-34,58921376;-58,37101525;2018-01-01;2019-05-14;16;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13314-1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13314-2.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13314-3.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13314-4.jpg;Teximco s.a.;2018;Licitación pública;88--sscryac-2017;30640087257;N/A;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/54-escuelas;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129968;28186525--mgeya-2016;Https://cdn2.buenosaires.gob.ar/baobras/apra/ex-2017-21942030-%20-mgeya-apra.pdf;N/A
690;Hospital alvear;Hospital alvear - infraestructura y seguridad;Finalizada;Salud;Ministerio de salud;La obra consiste: 1) elevación muros sector polideportivo y nosocomio (+ 2 mts altura) con altura total final 3.50 mts 2) colocar serpentinas en toda la parte superior.3) colocar reflectores a lo largo del polideportivo. 4) colocar reja perimetral sector parque. 5) reforzar rondines nocturnos por parte empresa de seguridad;4269045.0;15;Paternal;Warnes av. 2630;-34,59712131;-58,47588876;2017-10-17;2018-04-30;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_infraestructurayseguridadalvear_foto01.jpg;N/A;N/A;N/A;Mejoramiento hospitalario s.a.;2014;Licitación pública;60/2014;30707962654;N/A;8;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-alvear;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113121;N/A;N/A;N/A
691;Hospital alvear;Hospital alvear - trabajos de instalaciones termo mecánicas y eléctricas en pabellón n° 1, etapa 3;Finalizada;Salud;Ministerio de salud;Las obras comprenden la remodelación integral del pabellón 1 en el hospital alvear, incluyendo también la ejecución de obras exteriores, espacios verdes circundantes y semicubiertos. las obras a ejecutar tanto interiores como exteriores tienen por objeto dejar el hospital en condiciones adecuadas de funcionamiento. se intervendrá en la climatización y acondicionamiento eléctrico del pabellón n° 1 cumpliendo con las normas vigentes, con el fin de brindar un nuevo destino y reubicación estratégica a la consulta externa. se realizará una ampliación edilicia dentro del pabellón n° 1, que contempla un nuevo espacio destinado al acceso y espera en el írea de consulta externa, obteniendo como resultado una entrada independiente, desvinculando la atención externa de la de internación. la obra comprenderá trabajos de estructuras y albañilerí­a en general como la ejecución de mamposterí­a de elevación, distintos tipos de revoques y cielorrasos, la colocación de revestimientos, solados y carpinterí­as.;9378358.0;15;Paternal;Warnes av. 2630;-34,59712131;-58,47588876;2017-04-10;2018-07-15;15;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_alvearinstalacionestermomecanicaspabellon1etapa3_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_termomecanicaelecticaalvear_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_termomecanicaelectricaalvear_foto02.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_termomecanicaelectricaalvear_foto03.jpg;Mejoramiento hospitalario s.a.;2014;Licitación pública;60/2014;30707962654;N/A;20;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-alvear;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113121;N/A;N/A;N/A
692;Hospital ramos mejí­a;Hospital ramos mejí­a - remodelación del sector de guardia;Finalizada;Salud;Ministerio de salud;La obra consiste en la remodelación del sector de guardia del hospital general de agudos dr. ramos mejí­a. la obra comprenderá tareas de pintura, desmonte y reemplazo de cielorrasos suspendidos, pulido de pisos y revestimientos graní­ticos existentes, cambio de puertas de acceso a consultorios, mobiliario nuevo, cambio de artefactos de iluminación. el proyecto cuenta con 57 m2 cubiertos destinados al írea de guardia.;2169707.0;3;Balvanera;Urquiza, gral. 609;-34,61762051;-58,40940032;2015-04-12;2017-06-30;26;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_ramosmejiarefaccionguardia_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_ramosmejiarefaccionguardia_foto02.jpg;N/A;N/A;Ses sa;2014;Ad. mantenimiento;78/2014;30647727545;N/A;8;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-ramos-mejia;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113114;N/A;N/A;N/A
693;Hospital ramos mejí­a;Hospital ramos mejí­a - infraestructura y seguridad;Finalizada;Salud;Ministerio de salud;La obra de seguridad consiste en la realización de seguridad perimetral + seguridad en carpinterí­as y circulación;1284062.0;3;Balvanera;Urquiza, gral. 609;-34,61762051;-58,40940032;2016-10-31;2017-07-31;9;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_ramosmejiaincendio_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_ramosmejiaobrasseguridad_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_ramosmejiaobrasseguridad_foto02.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_ramosmejiaobrasseguridad_foto03.jpg;Ses sa;2014;Ad. mantenimiento;78/2014;30647727545;N/A;4;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-ramos-mejia;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113114;N/A;N/A;N/A
694;Hospital durand;Hospital durand - infraestructura y seguridad - 2° etapa;Finalizada;Salud;Ministerio de salud;2da etapa: elevación del cercado perimetral de la av. dí­az vélez.2) reparación integral de la garita de seguridad del ingreso vehicular de la calle lobos.3) reparación puerta sector cardiologí­a.4) reforzar puerta-reja de acceso tomografí­a computada.;2784361.0;6;Caballito;Diaz velez av. 5044;-34,60887154;-58,43788838;2017-09-08;2017-09-30;0;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_durandfachada_foto01.jpg;N/A;N/A;N/A;Seyma riva saiicfa - mantelectric icisa ute;2014;Ad. mantenimiento;64/2014;30714764892;N/A;6;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-durand;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113109;N/A;N/A;N/A
696;Hospital durand;Hospital durand - infraestructura y seguridad - 1° etapa;Finalizada;Salud;Ministerio de salud;1ra etapa: la obra de seguridad consiste en trabajos varios como puerta de seguridad en terraza, cierre sector próximo a hemodinamia, casilla de gas, sector de centro médico clí­nico, rejas en laboratorio e iluminación.;3037690.0;6;Caballito;Diaz velez av. 5044;-34,60887154;-58,43788838;2017-08-09;2017-09-30;1;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_durandseguridad_foto01.jpg;N/A;N/A;N/A;Seyma riva saiicfa - mantelectric icisa ute;2014;Ad. mantenimiento;64/2014;30714764892;N/A;4;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-durand;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113109;N/A;N/A;N/A
697;Hospital piñero;Hospital piñero - infraestructura y seguridad;Finalizada;Salud;Ministerio de salud;La obra de seguridad consiste en obras varias como la construcción de un recinto para traslado de comité de emergencia, acondicionamiento y puesta en valor del recinto existente para seguridad sobre la calle varela, la construcción de recinto para el personal de seguridad sobre la calle crisóstomo ílvarez y otro en el sector de acceso frente a la guardia principal y el reemplazo y colocación de puertas de seguridad, entre otras como: rejas, puertas, cortinas, garita, barrera de seguridad e iluminación;1231889.0;7;Flores;Varela av. 1301;-34,64412433;-58,45367459;2016-09-23;2017-08-31;11;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pi%c3%b1eroobraseguridad_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pi%c3%b1eroobraseguridad_foto02.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pi%c3%b1eroobraseguridad_foto03.png;N/A;Lesko s.a.c.i.f.i.a.;2014;Licitación pública;75/2014;30520282528;N/A;6;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-pinero;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113105;N/A;N/A;N/A
698;Hospital argerich;Hospital argerich - remodelación del sector de guardia;Finalizada;Salud;Ministerio de salud;La obra de refacción de guardia en el hospital argerich consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), las salas de espeña, los sanitarios públicos nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las íreas de guardia. la obra comprendió: demoliciones, desmontes y retiros, la remodelación de baños existentes. (instalaciones sanitarias nuevas, solados, cielorrasos, artefactos de iluminación y sanitarios anti-vandálicos), nuevo cielorraso en sector de espeña y baños, como también el pulido de pisos y paredes existentes. vidrios de seguridad en todo el sector de espeña de la guardia, incluido el mesón de admisión, que además se recicló a nuevo con acero inoxidable y fórmica. reparación de los dos aleros en acceso a las guardias, con el cambio del policarbonato por chapas traslúcidas transparentes y la pintura del sector.;6548728.0;4;La boca;Pi y margall 750;-34,6277813;-58,36602672;2017-04-12;2017-06-30;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_argerichguardia_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_argerichguardia_foto02.jpg;N/A;N/A;Sehos s.a.;2014;Licitación pública;61/2014;30649820704;N/A;12;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-argerich;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113120;N/A;N/A;N/A
699;Hospital penna;Hospital penna - infraestructura y seguridad - 2° etapa;Finalizada;Salud;Ministerio de salud;2da etapa: construcción de muro perimetral de la parte trasera de cirugí­a, residencia de médicos (calle cortejarena);6711165.0;4;Parque patricios;Chutro, pedro, prof., dr. 3380;-34,64305175;-58,41141236;2017-07-18;2017-07-31;0;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pennaseguridadetapa2_foto01.jpg;N/A;N/A;N/A;Indaltec s.a.;2014;Licitación pública;74-sigaf-msgc-2014;30650988600;N/A;7;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-penna;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113129;2888966-2888966-mgeya-2013;N/A;N/A
700;Hospital fernández;Hospital fernández - infraestructura y seguridad - 2° etapa;Finalizada;Salud;Ministerio de salud;1ra etapa: la obra de seguridad consiste en la colocación de puertas internas de seguridad en el sector de guardia más dos puertas dobles en el sector de la uti.;1605362.0;14;Palermo;Cerviño av. 3356;-34,581139;-58,406896;2017-04-17;2017-05-31;1;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud2/fernandez_infraestructura_y_seguridad_foto1.jpg;N/A;N/A;N/A;Mig s.a.;2014;Licitación pública;66-sigaf-msgc-2014;30561265255;N/A;3;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-fernandez;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113110;2888256-mgeya-2013;N/A;N/A
701;Hospital rivadavia;Hospital rivadavia - infraestructura y seguridad;Finalizada;Salud;Ministerio de salud;La obra consiste: 1) colocación de rejas perimetrales sobre las calles sánchez de bustamante y pacheco de melo. 2) elevación de rejas sobre la calle austria y av. las heras. 3) elevación de las rejas del sector precursores quí­micos. 4) colocación de rejas en ventanas del pabellón de morgue/ laboratorio, lindante a calle pacheco de melo. 5) incremento de luminarias en los pasillos internos. 6) incremento de luminarias en los patios externos y jardines. 7) incremento de luminarias en el sector de precursores quí­micos. 8) reparación de las puertas de ingreso a guardia.;11637039.0;2;Recoleta;Las heras general av. 2670;-34,58435525;-58,40081125;2017-10-09;2017-12-29;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_rivadaviainfraestructurayseguridad_foto01.jpg;N/A;N/A;N/A;Seyma riva saiicfa - mantelectric icisa ute;2014;Licitación pública;79-sigaf-msgc-2014;30714764892;N/A;6;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-rivadavia-0;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113106;2886953-2886953-mgeya-2013;N/A;N/A
703;Hospital pirovano;Hospital pirovano - readecuación local residuos peligrosos;Finalizada;Salud;Ministerio de salud;En el marco del plan de mejoras que se está desarrollando en la hospital pirovano, se prevé los trabajos de readecuación de local de residuos peligrosos.;1103965.0;12;Coghlan;Monroe av. 3555;-34,56510578;-58,47098644;2017-01-01;2017-08-31;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pirovanoresiduospeligrosos_foto1.jpg;N/A;N/A;N/A;Mejoramiento hospitalario s.a.;2014;Licitación pública;76/2014;30707962654;N/A;3;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-pirovano;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113115;N/A;N/A;N/A
704;Barrio pirelli;Barrio pirelli: reacondicionamiento de plaza scapino y equipamiento de plaza del vagón;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Se llevó a cabo la puesta en valor del espacio público, ordenamiento y dotación de equipamiento urbano en ambos espacios. ;2499979.0;8;Villa lugano;Scapino, rodolfo y suarez, jose leon;-34,67555339;-58,49627155;2017-09-06;2018-03-31;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_reacondicionamientodeplazascapinoyequipdeplazadelvag%c3%b3nbarriopirelli_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_reacondicionamientodeplazascapinoequipdeplazadelvag%c3%b3n_imagen2.jpg;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;2333;37;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-pirelli;N/A;N/A;N/A;N/A
705;Entorno cildañez;Entorno cildañez: boulevard de la salle y manzana a: reacondicionamiento en sector entre canchas y contrapiso patio de juegos y manzana 'a', revoque en pasillos;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;La obra constó de la recuperación de los sectores de circulación, el cambio de materialidad en solados y la reparación de revoque de hormigón que se encontraba en el sector deportivo.;1295968.0;9;Parque avellaneda;San juan bautista de la salle av. y echeandia;-34,6550852;-58,47260766;2017-08-01;2017-10-27;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_boulevardlasalle_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_boulevardlasalleyplaza20_imagen2.jpg;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;2557;42;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/entorno-cildanez;N/A;N/A;N/A;N/A
